,Wban,date,Time,StationType,sky_condition,visibility,dry_bulb_faren,dry_bulb_cel,wet_bulb_faren,wet_bulb_cel,dew_point_faren,dew_point_cel,relative_humidity,wind_speed,wind_direction,station_pressure,sea_level_pressure
6071,13904,20110730,1353,12,SCT055 BKN150 BKN250,10.00,97,36.1,77,25.1,69,20.6, 40,15,160,29.49,29.98
6072,13904,20110730,1453,12,BKN070 BKN150,10.00,97,36.1,77,24.8,68,20.0, 39,13,170,29.46,29.95
6073,13904,20110730,1553,12,SCT070 BKN150,10.00,97,36.1,76,24.2,66,18.9, 36, 8,180,29.44,29.93
6074,13904,20110730,1653,12,SCT070TCU SCT150,10.00,98,36.7,76,24.6,67,19.4, 36,10,200,29.43,29.91
6075,13904,20110730,1721,12,SCT075TCU BKN095,10.00,97,36.0,76,24.2,66,19.0, 36,11,150,29.42,M
6076,13904,20110730,1753,12,SCT090,10.00,98,36.7,77,24.9,68,20.0, 38,11,170,29.42,29.91
6077,13904,20110730,1853,12,FEW070CB SCT150,10.00,94,34.4,76,24.4,68,20.0, 43, 9,180,29.43,29.92
6078,13904,20110730,1921,12,FEW070TCU SCT150,10.00,93,34.0,75,23.6,66,19.0, 41, 8,170,29.43,M
6079,13904,20110730,1953,12,FEW070 SCT150,10.00,92,33.3,74,23.5,66,18.9, 42, 9,160,29.45,29.94
6080,13904,20110730,2053,12,FEW150,10.00,89,31.7,75,24.0,69,20.6, 52, 9,160,29.48,29.97
6081,13904,20110730,2153,12,CLR,10.00,87,30.6,77,24.7,72,22.2, 61,18,170,29.51,30.00
6082,13904,20110730,2253,12,CLR,10.00,84,28.9,76,24.6,73,22.8, 70,10,170,29.54,30.03
6083,13904,20110730,2353,12,CLR,10.00,82,27.8,75,23.9,72,22.2, 72, 8,190,29.54,30.04
6084,13904,20110731,53,12,CLR,10.00,80,26.7,75,23.9,73,22.8, 79, 9,180,29.54,30.04
6085,13904,20110731,153,12,CLR,10.00,77,25.0,74,23.1,72,22.2, 85, 6,180,29.54,30.03
6086,13904,20110731,253,12,SCT012,10.00,74,23.3,73,22.5,72,22.2, 94, 0,000,29.54,30.03
6087,13904,20110731,343,12,BKN012,10.00,72,22.0,72,22.2,72,22.0,100, 0,000,29.54,M
6088,13904,20110731,353,12,BKN012,10.00,73,22.8,72,22.4,72,22.2, 97, 3,210,29.54,30.03
6089,13904,20110731,453,12,FEW012,10.00,73,22.8,73,22.7,73,22.8,100, 5,220,29.54,30.04
6090,13904,20110731,511,12,BKN012,10.00,73,23.0,73,22.7,73,23.0,100, 5,220,29.56,M
6091,13904,20110731,521,12,FEW012,10.00,73,23.0,73,22.7,73,23.0,100, 5,210,29.56,M
6092,13904,20110731,553,12,FEW012 SCT120 SCT250, 7.00,70,21.1,70,21.1,70,21.1,100, 3,200,29.56,30.05
6093,13904,20110731,653,12,FEW250,10.00,73,22.8,73,22.7,73,22.8,100, 0,000,29.57,30.07
6094,13904,20110731,753,12,FEW015,10.00,78,25.6,75,23.6,73,22.8, 85, 8,230,29.59,30.09
6095,13904,20110731,853,12,SCT023,10.00,81,27.2,74,23.4,71,21.7, 72, 5,250,29.59,30.10
6096,13904,20110731,953,12,FEW035,10.00,87,30.6,75,24.0,70,21.1, 57, 0,000,29.59,30.08
6097,13904,20110731,1053,12,FEW055,10.00,91,32.8,75,23.6,67,19.4, 45, 6,VR ,29.59,30.08
6098,13904,20110731,1153,12,FEW065,10.00,92,33.3,73,22.9,64,17.8, 40, 0,000,29.57,30.06
6099,13904,20110731,1253,12,FEW070,10.00,95,35.0,74,23.0,63,17.2, 35, 5,VR ,29.54,30.04
6100,13904,20110731,1353,12,FEW075,10.00,97,36.1,74,23.0,62,16.7, 31, 3,180,29.53,30.02
6101,13904,20110731,1453,12,FEW080,10.00,98,36.7,74,23.2,62,16.7, 31, 5,VR ,29.51,30.00
6102,13904,20110731,1553,12,FEW080 SCT120,10.00, 100,37.8,74,23.5,62,16.7, 29, 6,VR ,29.49,29.98
6103,13904,20110731,1653,12,SCT080 SCT120,10.00,99,37.2,74,23.3,62,16.7, 30, 9,190,29.46,29.95
6104,13904,20110731,1753,12,FEW085 SCT120,10.00,99,37.2,74,23.1,61,16.1, 29, 9,150,29.45,29.94
6105,13904,20110731,1853,12,FEW100,10.00,97,36.1,73,22.5,60,15.6, 29, 3,180,29.44,29.94
6106,13904,20110731,1953,12,FEW100,10.00,86,30.0,70,21.3,62,16.7, 45, 0,000,29.45,29.95
6107,13904,20110731,2053,12,CLR,10.00,82,27.8,69,20.6,62,16.7, 51, 0,000,29.47,29.96
6108,13904,20110731,2153,12,CLR,10.00,87,30.6,71,21.8,63,17.2, 45, 6,160,29.49,29.98
6109,13904,20110731,2253,12,CLR,10.00,84,28.9,73,22.5,67,19.4, 57, 6,180,29.51,30.01
6110,13904,20110731,2353,12,CLR,10.00,84,28.9,73,22.8,68,20.0, 59, 8,190,29.51,30.01
6111,13904,20110801,53,12,CLR,10.00,82,27.8,73,22.8,69,20.6, 65, 5,200,29.50,29.99
6112,13904,20110801,153,12,CLR,10.00,79,26.1,72,22.3,69,20.6, 72, 3,210,29.50,29.99
6113,13904,20110801,253,12,CLR,10.00,77,25.0,72,22.3,70,21.1, 79, 3,200,29.50,29.99
6114,13904,20110801,353,12,CLR,10.00,75,23.9,72,22.0,70,21.1, 85, 3,210,29.51,30.00
6115,13904,20110801,453,12,CLR,10.00,73,22.8,71,21.6,70,21.1, 90, 3,190,29.51,30.00
6116,13904,20110801,553,12,FEW110,10.00,69,20.6,69,20.5,69,20.6,100, 0,000,29.52,30.01
6117,13904,20110801,653,12,CLR,10.00,75,23.9,72,22.3,71,21.7, 87, 0,000,29.53,30.02
6118,13904,20110801,753,12,CLR,10.00,81,27.2,74,23.4,71,21.7, 72, 3,VR ,29.53,30.02
6119,13904,20110801,853,12,CLR,10.00,87,30.6,74,23.3,68,20.0, 53, 6,240,29.52,30.02
6120,13904,20110801,953,12,CLR,10.00,93,33.9,73,22.7,63,17.2, 37, 8,200,29.52,30.01
6121,13904,20110801,1053,12,CLR,10.00,96,35.6,73,22.6,61,16.1, 31, 0,000,29.50,29.99
6122,13904,20110801,1153,12,CLR,10.00,99,37.2,73,22.8,60,15.6, 28, 5,110,29.49,29.97
6123,13904,20110801,1253,12,FEW085,10.00, 100,37.8,74,23.5,62,16.7, 29, 7,260,29.46,29.94
6124,13904,20110801,1353,12,SCT085,10.00, 100,37.8,75,23.7,63,17.2, 30, 9,150,29.43,29.91
6125,13904,20110801,1453,12,SCT090,10.00, 101,38.3,75,23.6,62,16.7, 28, 6,VR ,29.41,29.90
6126,13904,20110801,1553,12,FEW110,10.00, 101,38.3,75,23.6,62,16.7, 28, 6,170,29.38,29.87
6127,13904,20110801,1653,12,SCT095 BKN120,10.00, 103,39.4,75,23.9,62,16.7, 26, 0,000,29.37,29.86
6128,13904,20110801,1753,12,SCT095,10.00, 101,38.3,75,23.6,62,16.7, 28,10,150,29.36,29.85
6129,13904,20110801,1853,12,FEW095,10.00,98,36.7,74,23.2,62,16.7, 31, 5,180,29.36,29.85
6130,13904,20110801,1953,12,FEW200,10.00,92,33.3,72,22.3,62,16.7, 37, 3,180,29.36,29.85
6131,13904,20110801,2053,12,CLR,10.00,92,33.3,73,22.5,63,17.2, 38, 7,170,29.37,29.86
6132,13904,20110801,2153,12,CLR,10.00,90,32.2,73,22.5,64,17.8, 42,10,170,29.39,29.88
6133,13904,20110801,2253,12,CLR,10.00,89,31.7,75,24.0,69,20.6, 52, 9,180,29.41,29.89
6134,13904,20110801,2353,12,CLR,10.00,86,30.0,75,23.8,70,21.1, 59, 7,200,29.41,29.89
6135,13904,20110802,53,12,CLR,10.00,85,29.4,73,22.7,67,19.4, 55, 8,200,29.41,29.89
6136,13904,20110802,153,12,CLR,10.00,83,28.3,72,22.3,67,19.4, 59, 7,200,29.40,29.89
6137,13904,20110802,253,12,CLR,10.00,81,27.2,71,21.7,66,18.9, 60, 6,190,29.40,29.88
6138,13904,20110802,353,12,CLR,10.00,79,26.1,70,21.3,66,18.9, 65, 0,000,29.40,29.88
6139,13904,20110802,453,12,CLR,10.00,78,25.6,70,21.1,66,18.9, 67, 6,200,29.39,29.88
6140,13904,20110802,553,12,FEW110,10.00,77,25.0,70,21.0,66,18.9, 69, 3,190,29.40,29.89
6141,13904,20110802,653,12,CLR,10.00,80,26.7,72,22.2,68,20.0, 67, 6,190,29.41,29.90
6142,13904,20110802,753,12,CLR,10.00,85,29.4,74,23.3,69,20.6, 59, 7,210,29.42,29.91
6143,13904,20110802,853,12,CLR,10.00,89,31.7,75,23.6,68,20.0, 50, 9,200,29.41,29.90
6144,13904,20110802,953,12,CLR,10.00,92,33.3,75,24.1,68,20.0, 45, 8,170,29.42,29.91
6145,13904,20110802,1053,12,CLR,10.00,96,35.6,75,24.0,66,18.9, 37, 6,190,29.41,29.89
6146,13904,20110802,1153,12,CLR,10.00,98,36.7,76,24.6,67,19.4, 36,11,160,29.39,29.88
6147,13904,20110802,1253,12,CLR,10.00, 100,37.8,76,24.6,66,18.9, 33, 0,000,29.37,29.85
6148,13904,20110802,1353,12,SCT080,10.00, 103,39.4,77,25.0,66,18.9, 30,13,080,29.34,29.83
6149,13904,20110802,1453,12,SCT090,10.00, 103,39.4,76,24.4,64,17.8, 28, 3,VR ,29.32,29.80
6150,13904,20110802,1553,12,SCT090,10.00, 103,39.4,76,24.4,64,17.8, 28, 6,130,29.30,29.78
6151,13904,20110802,1653,12,SCT090,10.00, 103,39.4,76,24.4,64,17.8, 28,14,160,29.29,29.78
6152,13904,20110802,1753,12,FEW090,10.00, 102,38.9,75,24.0,63,17.2, 28,13,160,29.28,29.77
6153,13904,20110802,1853,12,FEW090,10.00,99,37.2,75,23.9,64,17.8, 32,15,150,29.29,29.77
6154,13904,20110802,1953,12,FEW200,10.00,97,36.1,75,23.9,65,18.3, 35,11,150,29.30,29.78
6155,13904,20110802,2053,12,CLR,10.00,94,34.4,75,23.7,66,18.9, 40,14,160,29.32,29.81
6156,13904,20110802,2153,12,CLR,10.00,91,32.8,75,23.6,67,19.4, 45,14,180,29.34,29.83
6157,13904,20110802,2253,12,CLR,10.00,88,31.1,74,23.1,67,19.4, 50,10,190,29.35,29.84
6158,13904,20110802,2353,12,CLR,10.00,85,29.4,73,22.7,67,19.4, 55, 9,190,29.36,29.84
6159,13904,20110803,53,12,CLR,10.00,84,28.9,73,22.8,68,20.0, 59, 7,200,29.36,29.84
6160,13904,20110803,153,12,CLR,10.00,82,27.8,73,22.8,69,20.6, 65, 7,190,29.35,29.83
6161,13904,20110803,253,12,CLR,10.00,80,26.7,73,22.9,70,21.1, 72, 7,190,29.35,29.83
6162,13904,20110803,353,12,CLR,10.00,77,25.0,72,22.3,70,21.1, 79, 5,190,29.35,29.84
6163,13904,20110803,453,12,CLR,10.00,76,24.4,72,22.2,70,21.1, 82, 0,000,29.36,29.85
6164,13904,20110803,553,12,FEW250,10.00,74,23.3,71,21.8,70,21.1, 87, 3,170,29.37,29.86
6165,13904,20110803,653,12,FEW250,10.00,78,25.6,74,23.2,72,22.2, 82, 6,190,29.39,29.88
6166,13904,20110803,753,12,CLR,10.00,82,27.8,76,24.2,73,22.8, 74, 9,200,29.40,29.89
6167,13904,20110803,853,12,CLR,10.00,87,30.6,76,24.3,71,21.7, 59, 9,210,29.40,29.89
6168,13904,20110803,953,12,CLR,10.00,91,32.8,76,24.3,69,20.6, 49, 9,180,29.40,29.88
6169,13904,20110803,1053,12,CLR,10.00,94,34.4,75,24.1,67,19.4, 41, 8,210,29.38,29.87
6170,13904,20110803,1153,12,CLR,10.00,98,36.7,75,24.0,65,18.3, 34,10,190,29.36,29.85
6171,13904,20110803,1253,12,CLR,10.00,98,36.7,75,24.0,65,18.3, 34, 6,150,29.34,29.83
6172,13904,20110803,1353,12,FEW080,10.00, 100,37.8,76,24.3,65,18.3, 32, 5,VR ,29.31,29.80
6173,13904,20110803,1453,12,FEW085,10.00, 102,38.9,76,24.3,64,17.8, 29, 5,VR ,29.28,29.77
6174,13904,20110803,1553,12,FEW095,10.00, 103,39.4,75,23.6,61,16.1, 25, 6,080,29.26,29.75
6175,13904,20110803,1653,12,FEW095,10.00, 103,39.4,75,23.6,61,16.1, 25,10,220,29.25,29.74
6176,13904,20110803,1753,12,FEW095 SCT250,10.00, 102,38.9,75,23.7,62,16.7, 27, 9,150,29.24,29.73
6177,13904,20110803,1853,12,FEW095 SCT250,10.00, 100,37.8,74,23.2,61,16.1, 28,10,150,29.25,29.74
6178,13904,20110803,1953,12,CLR,10.00,96,35.6,73,22.9,62,16.7, 32, 8,160,29.26,29.75
6179,13904,20110803,2053,12,CLR,10.00,93,33.9,75,23.9,67,19.4, 43,14,170,29.28,29.76
6180,13904,20110803,2153,12,CLR,10.00,90,32.2,74,23.1,66,18.9, 45,14,170,29.31,29.79
6181,13904,20110803,2253,12,CLR,10.00,87,30.6,73,23.0,67,19.4, 52, 8,190,29.32,29.81
6182,13904,20110803,2353,12,CLR,10.00,85,29.4,73,22.7,67,19.4, 55,11,180,29.33,29.82
6183,13904,20110804,53,12,CLR,10.00,83,28.3,75,23.7,71,21.7, 67, 9,190,29.34,29.83
6184,13904,20110804,153,12,CLR,10.00,81,27.2,74,23.4,71,21.7, 72, 7,200,29.34,29.83
6185,13904,20110804,253,12,CLR,10.00,79,26.1,74,23.0,71,21.7, 77, 5,180,29.34,29.83
6186,13904,20110804,353,12,CLR,10.00,75,23.9,72,22.0,70,21.1, 85, 5,180,29.35,29.84
6187,13904,20110804,453,12,CLR,10.00,75,23.9,72,22.3,71,21.7, 87, 3,180,29.36,29.85
6188,13904,20110804,553,12,FEW200,10.00,72,22.2,71,21.4,70,21.1, 93, 3,160,29.37,29.86
6189,13904,20110804,653,12,FEW200,10.00,77,25.0,74,23.1,72,22.2, 85, 5,180,29.38,29.87
6190,13904,20110804,753,12,FEW250,10.00,82,27.8,75,23.9,72,22.2, 72,10,200,29.38,29.87
6191,13904,20110804,853,12,FEW250,10.00,87,30.6,75,24.0,70,21.1, 57, 8,190,29.38,29.87
6192,13904,20110804,953,12,FEW250,10.00,91,32.8,76,24.6,70,21.1, 50, 9,200,29.39,29.87
6193,13904,20110804,1053,12,CLR,10.00,95,35.0,76,24.2,67,19.4, 40, 8,200,29.38,29.87
6194,13904,20110804,1153,12,CLR,10.00,97,36.1,75,23.6,64,17.8, 34,10,200,29.37,29.85
6195,13904,20110804,1253,12,FEW080,10.00, 100,37.8,75,23.7,63,17.2, 30,13,170,29.34,29.83
6196,13904,20110804,1353,12,FEW085,10.00, 103,39.4,75,23.9,62,16.7, 26,11,130,29.32,29.81
6197,13904,20110804,1453,12,FEW085,10.00, 103,39.4,75,23.9,62,16.7, 26, 6,VR ,29.30,29.78
6198,13904,20110804,1553,12,CLR,10.00, 104,40.0,75,23.7,61,16.1, 24,10,220,29.28,29.77
6199,13904,20110804,1653,12,FEW090,10.00, 104,40.0,75,23.7,61,16.1, 24,13,160,29.27,29.76
6200,13904,20110804,1753,12,FEW090,10.00, 103,39.4,74,23.3,60,15.6, 24,10,160,29.26,29.75
6201,13904,20110804,1853,12,FEW090,10.00, 100,37.8,73,22.9,60,15.6, 27,11,170,29.27,29.75
6202,13904,20110804,1953,12,CLR,10.00,94,34.4,73,22.6,62,16.7, 35, 7,180,29.27,29.76
6203,13904,20110804,2053,12,CLR,10.00,91,32.8,75,23.6,67,19.4, 45,16,170,29.30,29.79
6204,13904,20110804,2153,12,FEW200,10.00,89,31.7,73,23.0,66,18.9, 47,14,170,29.33,29.82
6205,13904,20110804,2253,12,CLR,10.00,86,30.0,74,23.2,68,20.0, 55,11,180,29.37,29.85
6206,13904,20110804,2353,12,CLR,10.00,84,28.9,74,23.2,69,20.6, 61, 9,170,29.39,29.88
6207,13904,20110805,53,12,CLR,10.00,82,27.8,75,23.9,72,22.2, 72,10,180,29.39,29.88
6208,13904,20110805,153,12,CLR,10.00,81,27.2,75,24.1,73,22.8, 77,10,170,29.38,29.87
6209,13904,20110805,253,12,CLR,10.00,79,26.1,75,23.8,73,22.8, 82, 7,180,29.37,29.86
6210,13904,20110805,353,12,CLR,10.00,78,25.6,75,24.0,74,23.3, 88, 6,190,29.38,29.87
6211,13904,20110805,453,12,CLR,10.00,76,24.4,75,23.6,74,23.3, 94, 0,000,29.39,29.88
6212,13904,20110805,553,12,FEW020 SCT200,10.00,75,23.9,74,23.5,74,23.3, 97, 5,200,29.39,29.88
6213,13904,20110805,653,12,FEW025 SCT200,10.00,77,25.0,76,24.2,75,23.9, 94, 7,190,29.41,29.90
6214,13904,20110805,753,12,SCT013 SCT250,10.00,80,26.7,76,24.7,75,23.9, 85,14,200,29.41,29.90
6215,13904,20110805,853,12,FEW020 SCT300,10.00,86,30.0,77,24.9,73,22.8, 65,10,190,29.42,29.91
6216,13904,20110805,953,12,FEW028 SCT300,10.00,90,32.2,77,25.1,72,22.2, 56,13,190,29.42,29.90
6217,13904,20110805,1053,12,FEW045 SCT300,10.00,94,34.4,77,24.7,69,20.6, 44, 9,190,29.41,29.89
6218,13904,20110805,1153,12,FEW060 SCT300,10.00,97,36.1,77,24.8,68,20.0, 39,11,170,29.38,29.87
6219,13904,20110805,1253,12,FEW065 SCT250,10.00,99,37.2,76,24.2,65,18.3, 33,10,200,29.36,29.84
6220,13904,20110805,1353,12,FEW065 SCT250,10.00, 101,38.3,76,24.4,65,18.3, 31,10,200,29.34,29.82
6221,13904,20110805,1453,12,FEW065 SCT250,10.00, 102,38.9,75,24.0,63,17.2, 28, 5,140,29.32,29.80
6222,13904,20110805,1553,12,FEW070 SCT250,10.00, 103,39.4,76,24.4,64,17.8, 28, 9,180,29.30,29.78
6223,13904,20110805,1653,12,FEW070 SCT250,10.00, 103,39.4,76,24.2,63,17.2, 27,16,170,29.29,29.78
6224,13904,20110805,1753,12,FEW075 SCT250,10.00, 102,38.9,75,24.0,63,17.2, 28,13,150,29.28,29.77
6225,13904,20110805,1853,12,FEW085 SCT250,10.00,99,37.2,75,23.9,64,17.8, 32, 8,160,29.28,29.77
6226,13904,20110805,1953,12,FEW085 SCT250,10.00,95,35.0,74,23.3,64,17.8, 36,10,160,29.29,29.78
6227,13904,20110805,2053,12,CLR,10.00,92,33.3,76,24.4,69,20.6, 47,18,160,29.31,29.80
6228,13904,20110805,2153,12,CLR,10.00,89,31.7,75,23.6,68,20.0, 50,14,170,29.35,29.83
6229,13904,20110805,2253,12,CLR,10.00,86,30.0,75,23.8,70,21.1, 59,14,170,29.37,29.86
6230,13904,20110805,2353,12,CLR,10.00,83,28.3,75,24.0,72,22.2, 70, 7,160,29.40,29.89
6231,13904,20110806,53,12,CLR,10.00,82,27.8,76,24.6,74,23.3, 77,13,190,29.41,29.89
6232,13904,20110806,145,12,BKN019,10.00,81,27.0,77,24.8,75,24.0, 82, 8,190,29.40,M
6233,13904,20110806,153,12,BKN019,10.00,80,26.7,76,24.7,75,23.9, 85,11,190,29.40,29.89
6234,13904,20110806,251,12,SCT019,10.00,79,26.0,76,24.5,75,24.0, 88, 9,190,29.40,M
6235,13904,20110806,253,12,SCT019,10.00,79,26.1,76,24.5,75,23.9, 88,11,190,29.40,29.89
6236,13904,20110806,353,12,CLR,10.00,78,25.6,76,24.3,75,23.9, 91, 8,190,29.40,29.89
6237,13904,20110806,453,12,CLR,10.00,75,23.9,74,23.5,74,23.3, 97, 6,170,29.41,29.90
6238,13904,20110806,553,12,FEW012 SCT250,10.00,73,22.8,73,22.7,73,22.8,100, 3,200,29.42,29.91
6239,13904,20110806,651,12,BKN011 BKN250,10.00,75,24.0,75,23.8,75,24.0,100, 8,190,29.42,M
6240,13904,20110806,653,12,BKN011 BKN250,10.00,75,23.9,75,23.8,75,23.9,100, 7,180,29.43,29.92
6241,13904,20110806,751,12,SCT015 BKN250,10.00,79,26.0,76,24.5,75,24.0, 88,16,180,29.43,M
6242,13904,20110806,753,12,SCT015 SCT250,10.00,79,26.1,76,24.5,75,23.9, 88,15,180,29.43,29.92
6243,13904,20110806,853,12,FEW020 SCT250,10.00,84,28.9,77,24.9,74,23.3, 72, 8,200,29.43,29.92
6244,13904,20110806,953,12,FEW030 SCT250,10.00,88,31.1,76,24.5,71,21.7, 57, 9,220,29.43,29.92
6245,13904,20110806,1053,12,FEW040 SCT250,10.00,92,33.3,76,24.4,69,20.6, 47,10,170,29.42,29.91
6246,13904,20110806,1153,12,FEW065 BKN250,10.00,95,35.0,76,24.2,67,19.4, 40, 8,230,29.40,29.89
6247,13904,20110806,1253,12,FEW070 SCT250,10.00,97,36.1,76,24.2,66,18.9, 36, 9,210,29.38,29.87
6248,13904,20110806,1353,12,FEW075 SCT250,10.00, 100,37.8,76,24.6,66,18.9, 33, 7,200,29.36,29.85
6249,13904,20110806,1453,12,FEW075 SCT250,10.00, 101,38.3,76,24.4,65,18.3, 31,10,170,29.32,29.81
6250,13904,20110806,1553,12,FEW075 SCT250,10.00, 102,38.9,76,24.3,64,17.8, 29,10,180,29.30,29.79
6251,13904,20110806,1653,12,SCT085 SCT250,10.00, 102,38.9,76,24.3,64,17.8, 29,13,150,29.29,29.78
6252,13904,20110806,1753,12,FEW085,10.00, 101,38.3,76,24.2,64,17.8, 30,11,150,29.28,29.77
6253,13904,20110806,1853,12,FEW085 SCT250,10.00,98,36.7,75,23.7,64,17.8, 33,13,150,29.29,29.78
6254,13904,20110806,1953,12,FEW085,10.00,94,34.4,76,24.4,68,20.0, 43,14,170,29.30,29.78
6255,13904,20110806,2053,12,CLR,10.00,92,33.3,77,24.7,70,21.1, 49,16,170,29.33,29.82
6256,13904,20110806,2153,12,CLR,10.00,88,31.1,77,25.2,73,22.8, 61,11,170,29.36,29.85
6257,13904,20110806,2253,12,CLR,10.00,86,30.0,77,24.9,73,22.8, 65,10,170,29.38,29.87
6258,13904,20110806,2353,12,CLR,10.00,84,28.9,76,24.6,73,22.8, 70, 9,170,29.40,29.88
6259,13904,20110807,53,12,SCT090,10.00,83,28.3,76,24.4,73,22.8, 72,11,180,29.40,29.88
6260,13904,20110807,153,12,FEW090,10.00,81,27.2,76,24.5,74,23.3, 79,11,190,29.39,29.88
6261,13904,20110807,251,12,BKN018,10.00,81,27.0,77,24.8,75,24.0, 82,11,190,29.39,M
6262,13904,20110807,253,12,SCT018,10.00,80,26.7,76,24.7,75,23.9, 85,11,200,29.39,29.88
6263,13904,20110807,353,12,SCT018,10.00,79,26.1,76,24.5,75,23.9, 88, 9,190,29.39,29.88
6264,13904,20110807,425,12,BKN016,10.00,79,26.0,76,24.5,75,24.0, 88, 7,200,29.40,M
6265,13904,20110807,453,12,BKN016,10.00,78,25.6,77,24.7,76,24.4, 94, 8,200,29.40,29.88
6266,13904,20110807,534,12,SCT019,10.00,77,25.0,76,24.2,75,24.0, 94, 9,190,29.40,M
6267,13904,20110807,553,12,FEW019 SCT130,10.00,77,25.0,76,24.6,76,24.4, 97, 7,200,29.40,29.89
6268,13904,20110807,653,12,FEW020,10.00,78,25.6,77,24.7,76,24.4, 94, 7,190,29.41,29.90
6269,13904,20110807,751,12,BKN017,10.00,81,27.0,77,24.8,75,24.0, 82,14,190,29.42,M
6270,13904,20110807,753,12,BKN017,10.00,81,27.2,77,24.8,75,23.9, 82,11,190,29.42,29.91
6271,13904,20110807,853,12,BKN017,10.00,83,28.3,76,24.4,73,22.8, 72,14,200,29.43,29.92
6272,13904,20110807,951,12,SCT024,10.00,90,32.0,77,25.1,72,22.0, 56,14,210,29.42,M
6273,13904,20110807,953,12,SCT024,10.00,89,31.7,76,24.6,71,21.7, 55,13,210,29.42,29.91
6274,13904,20110807,1053,12,SCT041,10.00,92,33.3,77,24.7,70,21.1, 49,10,190,29.41,29.90
6275,13904,20110807,1153,12,SCT050,10.00,95,35.0,76,24.5,68,20.0, 41, 9,150,29.39,29.88
6276,13904,20110807,1253,12,SCT060,10.00,97,36.1,76,24.5,67,19.4, 38,13,220,29.36,29.85
6277,13904,20110807,1353,12,SCT065,10.00,99,37.2,77,24.8,67,19.4, 35,11,180,29.34,29.83
6278,13904,20110807,1453,12,SCT075,10.00, 101,38.3,76,24.4,65,18.3, 31,14,190,29.31,29.80
6279,13904,20110807,1553,12,SCT075,10.00,99,37.2,75,23.9,64,17.8, 32, 9,110,29.29,29.78
6280,13904,20110807,1653,12,SCT080,10.00, 102,38.9,75,24.0,63,17.2, 28, 9,160,29.27,29.75
6281,13904,20110807,1753,12,SCT090,10.00, 100,37.8,75,23.7,63,17.2, 30,13,150,29.25,29.74
6282,13904,20110807,1853,12,SCT085,10.00,98,36.7,75,23.7,64,17.8, 33,11,160,29.25,29.74
6283,13904,20110807,1953,12,FEW085,10.00,95,35.0,75,23.9,66,18.9, 39,16,150,29.26,29.75
6284,13904,20110807,2053,12,FEW085,10.00,90,32.2,76,24.4,70,21.1, 52,20,160,29.30,29.79
6285,13904,20110807,2153,12,CLR,10.00,87,30.6,75,24.0,70,21.1, 57,18,170,29.33,29.82
6286,13904,20110807,2253,12,CLR,10.00,85,29.4,76,24.4,72,22.2, 65,10,170,29.35,29.84
6287,13904,20110807,2353,12,CLR,10.00,83,28.3,75,24.0,72,22.2, 70,14,180,29.36,29.85
6288,13904,20110808,53,12,CLR,10.00,81,27.2,76,24.5,74,23.3, 79,10,180,29.36,29.85
6289,13904,20110808,132,12,BKN020,10.00,81,27.0,75,24.1,73,23.0, 77, 9,190,29.36,M
6290,13904,20110808,153,12,BKN018,10.00,80,26.7,76,24.7,75,23.9, 85, 9,180,29.35,29.84
6291,13904,20110808,253,12,SCT018,10.00,79,26.1,76,24.5,75,23.9, 88, 9,190,29.34,29.83
6292,13904,20110808,353,12,FEW020,10.00,78,25.6,76,24.3,75,23.9, 91, 9,180,29.34,29.83
6293,13904,20110808,453,12,CLR,10.00,77,25.0,76,24.2,75,23.9, 94, 9,180,29.35,29.83
6294,13904,20110808,553,12,FEW020 SCT100,10.00,76,24.4,75,24.0,75,23.9, 97, 7,190,29.35,29.84
6295,13904,20110808,653,12,FEW020 SCT150,10.00,78,25.6,76,24.3,75,23.9, 91, 9,180,29.36,29.85
6296,13904,20110808,753,12,SCT019, 9.00,82,27.8,77,25.0,75,23.9, 79,16,190,29.36,29.85
6297,13904,20110808,853,12,FEW025,10.00,86,30.0,76,24.5,72,22.2, 63,15,210,29.36,29.85
6298,13904,20110808,953,12,FEW028,10.00,90,32.2,76,24.4,70,21.1, 52,14,210,29.36,29.85
6299,13904,20110808,1053,12,FEW048,10.00,94,34.4,76,24.4,68,20.0, 43,20,180,29.35,29.83
6300,13904,20110808,1153,12,FEW055,10.00,97,36.1,76,24.5,67,19.4, 38,11,190,29.32,29.81
6301,13904,20110808,1253,12,FEW065,10.00,99,37.2,77,24.8,67,19.4, 35,11,150,29.30,29.78
6302,13904,20110808,1353,12,FEW065,10.00, 100,37.8,76,24.3,65,18.3, 32, 8,210,29.26,29.75
6303,13904,20110808,1453,12,CLR,10.00, 101,38.3,76,24.1,64,17.8, 30, 7,170,29.23,29.72
6304,13904,20110808,1553,12,FEW075,10.00, 103,39.4,76,24.4,64,17.8, 28,13,200,29.21,29.70
6305,13904,20110808,1653,12,FEW085,10.00, 103,39.4,75,23.9,62,16.7, 26,13,170,29.20,29.69
6306,13904,20110808,1753,12,FEW085,10.00, 101,38.3,74,23.3,61,16.1, 27,11,180,29.20,29.68
6307,13904,20110808,1853,12,FEW085,10.00,98,36.7,75,23.7,64,17.8, 33,14,170,29.20,29.68
6308,13904,20110808,1953,12,FEW250,10.00,92,33.3,76,24.4,69,20.6, 47,22,150,29.21,29.70
6309,13904,20110808,2053,12,CLR,10.00,89,31.7,76,24.3,70,21.1, 54,18,170,29.24,29.73
